founded,industry,count
1862,paper & forest products,3
1862,wholesale,4
1862,political organization,1
1862,primary/secondary education,7
1862,pharmaceuticals,1
1862,security and investigations,2
1862,logistics and supply chain,3
1862,building materials,5
1862,legal services,1
1862,restaurants,4
1862,"glass, ceramics & concrete",1
1862,utilities,4
1862,accounting,2
1862,electrical/electronic manufacturing,1
1862,commercial real estate,1
1862,apparel & fashion,1
1862,civic & social organization,3
1862,farming,1
1862,hospital & health care,10
1862,oil & energy,5
1862,executive office,1
1862,law enforcement,1
1862,business supplies and equipment,1
1862,environmental services,1
1862,government administration,21
1862,higher education,10
1862,law practice,9
1862,education management,11
1862,individual & family services,3
1862,sports,6
1862,food production,7
1862,facilities services,1
1862,transportation/trucking/railroad,4
1862,veterinary,1
1862,insurance,5
1862,mechanical or industrial engineering,14
1862,non-profit organization management,13
1862,wine and spirits,10
1862,financial services,6
1862,consumer services,4
1862,religious institutions,9
1862,mining & metals,5
1862,online media,1
1862,airlines/aviation,1
1862,arts and crafts,1
1862,luxury goods & jewelry,3
1862,photography,2
1862,gambling & casinos,1
1862,international affairs,1
1862,telecommunications,2
1862,libraries,3
1862,railroad manufacture,1
1862,plastics,1
1863,aviation & aerospace,2
1863,newspapers,4
1863,primary/secondary education,10
1863,ranching,1
1863,government administration,16
1863,automotive,4
1863,legal services,6
1863,music,1
1863,marketing and advertising,2
1863,building materials,9
1863,textiles,8
1863,management consulting,1
1863,maritime,3
1863,warehousing,1
1863,financial services,4
1863,business supplies and equipment,2
1863,public relations and communications,1
1863,logistics and supply chain,1
1863,machinery,15
1863,luxury goods & jewelry,6
1863,pharmaceuticals,5
1863,law practice,11
1863,sports,13
1863,medical practice,2
1863,consumer goods,3
1863,furniture,2
1863,food & beverages,10
1863,transportation/trucking/railroad,2
1863,research,2
1863,performing arts,1
1863,farming,1
1863,executive office,2
1863,computer software,1
1863,chemicals,8
1863,religious institutions,12
1863,insurance,17
1863,consumer services,3
1863,apparel & fashion,4
1863,mechanical or industrial engineering,13
1863,food production,9
1863,civic & social organization,5
1863,education management,18
1863,paper & forest products,1
1863,entertainment,3
1863,veterinary,1
1863,airlines/aviation,1
1863,electrical/electronic manufacturing,1
1863,events services,1
1863,oil & energy,3
1863,printing,7
1863,museums and institutions,4
1863,banking,17
1863,hospital & health care,12
1863,construction,7
1863,information technology and services,1
1863,higher education,16
1863,mining & metals,4
1863,security and investigations,2
1863,retail,7
1863,mental health care,1
1863,individual & family services,7
1863,writing and editing,1
1863,international trade and development,1
1863,human resources,1
1863,wholesale,6
1863,non-profit organization management,16
1863,media production,3
1863,hospitality,14
1863,medical devices,2
1863,utilities,4
1863,online media,1
1863,real estate,3
1863,public policy,2
1863,judiciary,2
1863,investment management,1
1863,wine and spirits,2
1863,plastics,2
1863,renewables & environment,1
1863,publishing,1
1864,electrical/electronic manufacturing,6
1864,import and export,2
1864,mechanical or industrial engineering,14
1864,security and investigations,1
1864,building materials,12
1864,"health, wellness and fitness",3
1864,performing arts,2
1864,publishing,5
1864,luxury goods & jewelry,3
1864,judiciary,2
1864,outsourcing/offshoring,1
1864,music,5
1864,museums and institutions,4
1864,construction,5
1864,farming,1
1864,furniture,3
1864,medical practice,2
1864,ranching,1
1864,plastics,1
1864,government relations,1
1864,renewables & environment,1
1864,civil engineering,1
1864,events services,1
1864,hospitality,9
1864,management consulting,9
1864,investment banking,1
1864,financial services,8
1864,government administration,27
1864,sports,13
1864,facilities services,3
1864,machinery,11
1864,mental health care,2
1864,individual & family services,3
1864,medical devices,11
1864,philanthropy,4
1864,retail,7
1864,printing,7
1864,textiles,8
1864,international affairs,1
1864,pharmaceuticals,4
1864,paper & forest products,4
1864,accounting,1
1864,consumer goods,4
1864,higher education,13
1864,information services,4
1864,real estate,16
1864,primary/secondary education,6
1864,automotive,2
1864,law practice,9
1864,warehousing,1
1864,public safety,4
1864,oil & energy,6
1864,food production,5
1864,military,2
1864,food & beverages,6
1864,information technology and services,2
1864,research,2
1864,investment management,2
1864,translation and localization,1
1864,wholesale,7
1864,law enforcement,5
1864,marketing and advertising,13
1864,banking,27
1864,education management,17
1864,religious institutions,10
1864,newspapers,11
1864,entertainment,3
1864,wine and spirits,10
1864,hospital & health care,6
1864,maritime,3
1864,architecture & planning,1
1864,public policy,1
1864,shipbuilding,1
1864,fine art,3
1864,non-profit organization management,23
1864,civic & social organization,9
1864,professional training & coaching,2
1864,insurance,12
1864,political organization,2
1864,packaging and containers,2
1864,recreational facilities and services,1
1864,mining & metals,1
1864,legal services,1
1864,logistics and supply chain,6
1864,transportation/trucking/railroad,2
1864,commercial real estate,1
1864,international trade and development,1
1864,"leisure, travel & tourism",1
1865,textiles,13
1865,dairy,1
1865,hospitality,17
1865,civic & social organization,7
1865,newspapers,14
1865,performing arts,2
1865,recreational facilities and services,5
1865,real estate,12
1865,political organization,1
1865,philanthropy,2
1865,biotechnology,2
1865,electrical/electronic manufacturing,3
1865,individual & family services,6
1865,mental health care,3
1865,international affairs,1
1865,museums and institutions,1
1865,building materials,11
1865,libraries,4
1865,mining & metals,5
1865,non-profit organization management,44
1865,chemicals,13
1865,oil & energy,9
1865,import and export,2
1865,financial services,11
1865,telecommunications,4
1865,writing and editing,1
1865,food production,10
1865,medical practice,3
1865,"glass, ceramics & concrete",2
1865,machinery,5
1865,farming,2
1865,business supplies and equipment,2
1865,luxury goods & jewelry,4
1865,environmental services,1
1865,"health, wellness and fitness",5
1865,human resources,1
1865,packaging and containers,3
1865,law practice,9
1865,banking,22
1865,food & beverages,14
1865,marketing and advertising,2
1865,hospital & health care,11
1865,restaurants,1
1865,printing,7
1865,civil engineering,3
1865,military,2
1865,legal services,4
1865,public safety,2
1865,computer software,2
1865,industrial automation,2
1865,music,2
1865,facilities services,2
1865,medical devices,1
1865,sports,9
1865,government administration,17
1865,construction,23
1865,management consulting,1
1865,publishing,7
1865,furniture,5
1865,architecture & planning,6
1865,religious institutions,18
1865,retail,13
1865,fund-raising,2
1865,pharmaceuticals,2
1865,events services,4
1865,investment banking,1
1865,paper & forest products,3
1865,fine art,3
1865,arts and crafts,1
1865,education management,13
1865,"leisure, travel & tourism",6
1865,apparel & fashion,9
1865,insurance,15
1865,automotive,10
1865,transportation/trucking/railroad,5
1865,higher education,32
1865,mechanical or industrial engineering,18
1865,law enforcement,5
1865,maritime,5
1865,consumer goods,8
1865,wholesale,9
1865,primary/secondary education,13
1865,logistics and supply chain,7
1865,design,1
1865,consumer services,2
1865,wine and spirits,5
1865,security and investigations,2
1865,shipbuilding,1
1865,international trade and development,1
1865,program development,1
1866,machinery,6
1866,food & beverages,11
1866,sports,13
1866,electrical/electronic manufacturing,4
1866,education management,22
1866,oil & energy,6
1866,utilities,6
1866,political organization,3
1866,civic & social organization,4
1866,judiciary,5
1866,paper & forest products,1
1866,public safety,4
1866,law enforcement,3
1866,"leisure, travel & tourism",1
1866,professional training & coaching,1
1866,marketing and advertising,1
1866,information technology and services,2
1866,newspapers,12
1866,insurance,15
1866,environmental services,3
1866,consumer goods,3
1866,law practice,10
1866,chemicals,11
1866,executive office,1
1866,luxury goods & jewelry,6
1866,automotive,8
1866,primary/secondary education,9
1866,building materials,12
1866,museums and institutions,4
1866,telecommunications,1
1866,logistics and supply chain,7
1866,textiles,6
1866,architecture & planning,1
1866,mental health care,1
1866,import and export,3
1866,performing arts,1
1866,investment banking,1
1866,security and investigations,1
1866,mining & metals,11
1866,music,2
1866,libraries,2
1866,international trade and development,2
1866,"glass, ceramics & concrete",2
1866,venture capital & private equity,2
1866,medical practice,2
1866,consumer services,2
1866,warehousing,1
1866,media production,1
1866,wine and spirits,1
1866,fund-raising,1
1866,wholesale,13
1866,tobacco,1
1866,religious institutions,13
1866,non-profit organization management,20
1866,construction,18
1866,industrial automation,1
1866,financial services,8
1866,packaging and containers,2
1866,legal services,3
1866,management consulting,1
1866,apparel & fashion,3
1866,railroad manufacture,1
1866,philanthropy,2
1866,recreational facilities and services,1
1866,events services,3
1866,"health, wellness and fitness",5
1866,hospital & health care,22
1866,hospitality,10
1866,mechanical or industrial engineering,14
1866,retail,13
1866,higher education,22
1866,food production,7
1866,civil engineering,2
1866,government administration,20
1866,banking,9
1866,transportation/trucking/railroad,7
1866,accounting,4
1866,aviation & aerospace,2
1866,furniture,3
1866,plastics,1
1866,individual & family services,3
1866,publishing,6
1866,pharmaceuticals,3
1866,maritime,6
1866,renewables & environment,2
1866,real estate,3
1866,computer software,3
1866,printing,5
1866,entertainment,1
1866,defense & space,1
1866,human resources,1
1866,facilities services,1
1867,newspapers,14
1867,religious institutions,20
1867,information technology and services,3
1867,automotive,6
1867,higher education,29
1867,maritime,6
1867,construction,12
1867,primary/secondary education,10
1867,food production,11
1867,renewables & environment,2
1867,accounting,3
1867,entertainment,2
1867,international affairs,1
1867,tobacco,2
1867,recreational facilities and services,3
1867,public safety,2
1867,industrial automation,1
1867,government relations,3
1867,"leisure, travel & tourism",1
1867,performing arts,1
1867,ranching,1
1867,apparel & fashion,5
1867,libraries,3
1867,government administration,38
1867,civic & social organization,8
1867,professional training & coaching,1
1867,law enforcement,8
1867,computer software,2
1867,venture capital & private equity,1
1867,facilities services,1
1867,security and investigations,2
1867,civil engineering,3
1867,architecture & planning,1
1867,photography,1
1867,import and export,1
1867,legislative office,1
1867,utilities,4
1867,non-profit organization management,23
1867,retail,8
1867,business supplies and equipment,2
1867,education management,23
1867,legal services,8
1867,mechanical or industrial engineering,17
1867,mental health care,5
1867,medical devices,3
1867,marketing and advertising,3
1867,fishery,1
1867,printing,4
1867,insurance,11
1867,defense & space,1
1867,pharmaceuticals,3
1867,media production,4
1867,dairy,1
1867,biotechnology,1
1867,museums and institutions,3
1867,executive office,1
